n_clusters,7b_id,7b_ood,13b_id,13b_ood
6,0.877341374045707,0.7871839814512687,0.6628661361055914,0.784114031012454
12,0.909625233382013,0.8510158240891517,0.8804256356491735,0.8167633674911232
24,0.9311652157269736,0.8133859592999207,0.9058595478479431,0.7900787578398633
48,0.9565441492963012,0.7772750845812559,0.9184797529926377,0.7560656701299056
96,0.9867670153734549,0.7741345783112681,0.9467533665011562,0.7495072049161545
192,0.9858899928064979,0.7779344341953546,0.9625611871672118,0.7748014448669155
384,0.9800504293362854,0.7289086188254886,0.9735449406812894,0.7587005225809051
768,0.9554475651426888,0.7201495171948393,0.9314815005702579,0.7312980982811483
1536,0.9235420922208434,0.7058306085853102,0.9014813003924577,0.7082505530210039
