n_clusters,7b_id,7b_ood,13b_id,13b_ood
6,0.898361113987576,0.8334046926866318,0.5886503937032169,0.8159192522873114
12,0.9298739732794451,0.8590530074951273,0.9089696841393076,0.844044554407342
24,0.9359267220141725,0.879842635902912,0.9446907320830169,0.8566610997604666
48,0.9668370655154774,0.8801238852027827,0.9328295589431117,0.8596781704489658
96,1.0149479201850617,0.857703844494664,0.976301728164906,0.8611409585136421
192,0.9998995655809293,0.867833347924565,0.9839285575904481,0.8712641800509634
384,1.0109012131570103,0.8384860217410542,0.9932058908331127,0.846349517028645
768,1.0121585419675796,0.8211286481594758,0.975158673016535,0.8306308398825664
1536,0.9909731655572905,0.7971107646099611,0.9626668143109839,0.8188966428598723
